year,drug,intent,nature,sex,jurisdiction,age_group,n,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
2004,All opioids,Undetermined,Underlying,All,AUS,Allages,19,19932722,0.09532064913161384,0.057389397910124276,0.14885500695008452,0.9532064913161384,0.5738939791012427,1.4885500695008451
2005,All opioids,Undetermined,Underlying,All,AUS,Allages,22,20176844,0.10903588291607944,0.0683320669495382,0.16508163942010007,1.0903588291607944,0.683320669495382,1.6508163942010006
2006,All opioids,Undetermined,Underlying,All,AUS,Allages,44,20450966,0.21514876118810233,0.1563274095302272,0.28882716972026384,2.1514876118810236,1.563274095302272,2.8882716972026383
2007,All opioids,Undetermined,Underlying,All,AUS,Allages,61,20827622,0.2928802913745986,0.2240301939550839,0.37621693431509784,2.9288029137459857,2.240301939550839,3.7621693431509784
2008,All opioids,Undetermined,Underlying,All,AUS,Allages,88,21249199,0.4141332574465513,0.3321469808853265,0.5102237541257575,4.141332574465513,3.3214698088532653,5.1022375412575744
2009,All opioids,Undetermined,Underlying,All,AUS,Allages,86,21691653,0.3964658663864852,0.31712152131115273,0.4896321193155962,3.964658663864852,3.171215213111527,4.896321193155962
2010,All opioids,Undetermined,Underlying,All,AUS,Allages,71,22031750,0.3222621897942742,0.25168944045877595,0.40649000929326357,3.2226218979427417,2.5168944045877595,4.0649000929326355
2011,All opioids,Undetermined,Underlying,All,AUS,Allages,82,22340024,0.36705421623539886,0.29192912380839225,0.455611164611773,3.6705421623539887,2.9192912380839227,4.55611164611773
2012,All opioids,Undetermined,Underlying,All,AUS,Allages,92,22742475,0.4045294102774654,0.32610778900326043,0.49611941230514744,4.045294102774654,3.2610778900326043,4.961194123051475
2013,All opioids,Undetermined,Underlying,All,AUS,Allages,67,23145901,0.2894681006369119,0.2243338411295675,0.3676142544422572,2.8946810063691193,2.243338411295675,3.676142544422572
2014,All opioids,Undetermined,Underlying,All,AUS,Allages,64,23504138,0.27229247888180375,0.20969837391508295,0.3477114061562113,2.7229247888180375,2.0969837391508293,3.477114061562113
2015,All opioids,Undetermined,Underlying,All,AUS,Allages,60,23850784,0.25156405760079,0.19196987803023718,0.32381273750666767,2.5156405760079,1.919698780302372,3.238127375066677
2016,All opioids,Undetermined,Underlying,All,AUS,Allages,33,24210809,0.13630275634325148,0.09382454580144031,0.19141981095261257,1.3630275634325149,0.9382454580144031,1.9141981095261258
1997,All opioids,All,Underlying,All,AUS,Allages,871,18423037,4.727776424701313,4.418973140117287,5.052469342205613,47.277764247013124,44.18973140117287,50.524693422056124
1998,All opioids,All,Underlying,All,AUS,Allages,1089,18607584,5.852452419400605,5.5099762796909335,6.21064176115923,58.524524194006055,55.09976279690933,62.1064176115923
1999,All opioids,All,Underlying,All,AUS,Allages,1251,18812264,6.64991730926166,6.2864791263721695,7.02888731953937,66.4991730926166,62.8647912637217,70.2888731953937
2e3,All opioids,All,Underlying,All,AUS,Allages,1072,19028802,5.633565371062246,5.301334019732939,5.981163452845554,56.33565371062246,53.013340197329384,59.81163452845554
2001,All opioids,All,Underlying,All,AUS,Allages,514,19274701,2.666708033499456,2.441122924393268,2.907532039795898,26.66708033499456,24.41122924393268,29.07532039795898
2002,All opioids,All,Underlying,All,AUS,Allages,490,19495210,2.513437916288155,2.295790198113567,2.7461574286447523,25.134379162881547,22.95790198113567,27.461574286447522
2003,All opioids,All,Underlying,All,AUS,Allages,455,19720737,2.3072160031341626,2.100061533738261,2.5292783521842206,23.072160031341625,21.00061533738261,25.292783521842207
2004,All opioids,All,Underlying,All,AUS,Allages,453,19932722,2.2726449503484774,2.0681551184420943,2.4918845950624564,22.726449503484773,20.681551184420943,24.918845950624565
2005,All opioids,All,Underlying,All,AUS,Allages,495,20176844,2.453307365611787,2.2419179680006502,2.6792583018878573,24.53307365611787,22.4191796800065,26.792583018878574
2006,All opioids,All,Underlying,All,AUS,Allages,434,20450966,2.122149144446282,1.9271655438395876,2.3315135580396724,21.22149144446282,19.271655438395875,23.315135580396724
2007,All opioids,All,Underlying,All,AUS,Allages,573,20827622,2.75115421242041,2.5304749918792377,2.985925459456433,27.511542124204098,25.30474991879238,29.859254594564327
2008,All opioids,All,Underlying,All,AUS,Allages,734,21249199,3.4542478518837343,3.2088419412387013,3.7134438457778947,34.54247851883734,32.08841941238701,37.13443845777895
2009,All opioids,All,Underlying,All,AUS,Allages,848,21691653,3.9093378452992957,3.650611480055341,4.181561581311788,39.09337845299296,36.506114800553405,41.81561581311789
2010,All opioids,All,Underlying,All,AUS,Allages,865,22031750,3.9261520305922137,3.6688354423575853,4.196756106815043,39.26152030592214,36.68835442357585,41.96756106815043
2011,All opioids,All,Underlying,All,AUS,Allages,875,22340024,3.9167370634874876,3.661483866058901,4.185093550985293,39.16737063487488,36.61483866058901,41.85093550985293
2012,All opioids,All,Underlying,All,AUS,Allages,871,22742475,3.82983822121383,3.5796853975825833,4.092862787925222,38.2983822121383,35.79685397582583,40.92862787925222
2013,All opioids,All,Underlying,All,AUS,Allages,876,23145901,3.7846874053423107,3.5381783206744677,4.043843478816872,37.84687405342311,35.38178320674468,40.43843478816872
2014,All opioids,All,Underlying,All,AUS,Allages,1089,23504138,4.633226710973191,4.3620977064700925,4.916795428306211,46.33226710973191,43.620977064700924,49.167954283062116
2015,All opioids,All,Underlying,All,AUS,Allages,1137,23850784,4.7671388915349695,4.494038109146751,5.052496106855899,47.671388915349695,44.94038109146751,50.52496106855899
2016,All opioids,All,Underlying,All,AUS,Allages,1109,24210809,4.580598690444421,4.314941369115398,4.858331612193331,45.80598690444421,43.14941369115398,48.583316121933315
1997,Heroin,Accidental,Underlying,All,AUS,Allages,249,18423037,1.35156869087328,1.1888923066569705,1.5302893102212942,13.5156869087328,11.888923066569706,15.302893102212941
1998,Heroin,Accidental,Underlying,All,AUS,Allages,323,18607584,1.735851360391548,1.551687920255348,1.9358597949739504,17.35851360391548,15.51687920255348,19.358597949739504
1999,Heroin,Accidental,Underlying,All,AUS,Allages,420,18812264,2.2325861469943225,2.02414801661507,2.456661850100442,22.325861469943224,20.2414801661507,24.56661850100442
2e3,Heroin,Accidental,Underlying,All,AUS,Allages,385,19028802,2.0232487573311237,1.826171006089092,2.2357972689755843,20.23248757331124,18.26171006089092,22.357972689755844
2001,Heroin,Accidental,Underlying,All,AUS,Allages,101,19274701,0.5240029404347181,0.4268089621975295,0.6367112291320285,5.2400294043471805,4.268089621975295,6.367112291320285
2002,Heroin,Accidental,Underlying,All,AUS,Allages,90,19495210,0.46165186217537535,0.37122260142668834,0.5674485103744853,4.6165186217537535,3.7122260142668835,5.674485103744853
2003,Heroin,Accidental,Underlying,All,AUS,Allages,142,19720737,0.7200542251539584,0.6064956688332725,0.8487009183043578,7.200542251539584,6.0649566883327255,8.487009183043577
2004,Heroin,Accidental,Underlying,All,AUS,Allages,126,19932722,0.6321264100307022,0.5265781799941005,0.7526270250239124,6.3212641003070225,5.265781799941005,7.526270250239124
2005,Heroin,Accidental,Underlying,All,AUS,Allages,122,20176844,0.6046535325346224,0.502128213052443,0.7219571356036801,6.046535325346224,5.021282130524431,7.219571356036801
2006,Heroin,Accidental,Underlying,All,AUS,Allages,67,20450966,0.32761288635461033,0.25389553127880105,0.4160567837973666,3.2761288635461034,2.5389553127880102,4.160567837973666
2007,Heroin,Accidental,Underlying,All,AUS,Allages,104,20827622,0.49933689021243044,0.4079942777649188,0.6050302283073808,4.993368902124304,4.079942777649189,6.050302283073808
2008,Heroin,Accidental,Underlying,All,AUS,Allages,155,21249199,0.7294392602751756,0.6191252288149584,0.8537399814803966,7.294392602751756,6.191252288149584,8.537399814803967
2009,Heroin,Accidental,Underlying,All,AUS,Allages,175,21691653,0.8067619374143593,0.6916569945461709,0.9355473211858454,8.067619374143593,6.916569945461709,9.355473211858454
2010,Heroin,Accidental,Underlying,All,AUS,Allages,198,22031750,0.8987030081586801,0.7778768369891257,1.0329790139541002,8.9870300815868,7.778768369891257,10.329790139541002
2011,Heroin,Accidental,Underlying,All,AUS,Allages,187,22340024,0.8370626638538974,0.7213835283020015,0.9660147820077932,8.370626638538974,7.213835283020015,9.660147820077933
2012,Heroin,Accidental,Underlying,All,AUS,Allages,146,22742475,0.6419705858751081,0.5420630877576916,0.754956640700033,6.419705858751081,5.420630877576916,7.54956640700033
2013,Heroin,Accidental,Underlying,All,AUS,Allages,195,23145901,0.8424817854357884,0.7283782099180165,0.96938999690898775,8.424817854357885,7.283782099180165,9.693899969089877
2014,Heroin,Accidental,Underlying,All,AUS,Allages,217,23504138,0.9232416862086156,0.8044814351498901,1.0545960884863401,9.232416862086156,8.044814351498902,10.545960884863401
2015,Heroin,Accidental,Underlying,All,AUS,Allages,276,23850784,1.157194664963634,1.0246869965145293,1.3020824973684104,11.57194664963634,10.246869965145294,13.020824973684103
2016,Heroin,Accidental,Underlying,All,AUS,Allages,342,24210809,1.4125922021027881,1.2668314203627107,1.5705246666098844,14.12592202102788,12.668314203627107,15.705246666098844
1997,Heroin,All,Underlying,All,AUS,Allages,272,18423037,1.4764123852109725,1.3061514430768644,1.6627031851247696,14.764123852109725,13.061514430768643,16.627031851247697
1998,Heroin,All,Underlying,All,AUS,Allages,345,18607584,1.854082722399641,1.6635769022562803,2.0604242724866983,18.54082722399641,16.635769022562805,20.604242724866985
1999,Heroin,All,Underlying,All,AUS,Allages,441,18812264,2.3442154543440386,2.130503482358655,2.573558961953017,23.442154543440385,21.30503482358655,25.73558961953017
2e3,Heroin,All,Underlying,All,AUS,Allages,414,19028802,2.1756493130781434,1.9710965944704153,2.3956635867775113,21.756493130781433,19.710965944704153,23.956635867775113
2001,Heroin,All,Underlying,All,AUS,Allages,113,19274701,0.5862607155358727,0.48316180579917634,0.704847195807122,5.8626071553587265,4.831618057991763,7.04847195807122
2002,Heroin,All,Underlying,All,AUS,Allages,96,19495210,0.49242865298706706,0.39886874664701155,0.601339748635059,4.92428652987067,3.9886874664701155,6.01339748635059
2003,Heroin,All,Underlying,All,AUS,Allages,151,19720737,0.7656914647763925,0.6484353774217264,0.8980234020870382,7.656914647763925,6.484353774217264,8.980234020870382
2004,Heroin,All,Underlying,All,AUS,Allages,138,19932722,0.6923289252717215,0.5816411395703498,0.8179501619190076,6.923289252717215,5.816411395703498,8.179501619190075
2005,Heroin,All,Underlying,All,AUS,Allages,131,20176844,0.6492591210002913,0.5428441614737356,0.7704374524137985,6.492591210002913,5.4284416147373555,7.704374524137984
2006,Heroin,All,Underlying,All,AUS,Allages,73,20450966,0.35695135378935156,0.2797928805033549,0.448812747832083,3.5695135378935157,2.797928805033549,4.4881274783208305
2007,Heroin,All,Underlying,All,AUS,Allages,126,20827622,0.6049658477573676,0.5039527063189626,0.72028891533986406,6.049658477573676,5.039527063189626,7.20288915339864
2008,Heroin,All,Underlying,All,AUS,Allages,178,21249199,0.8376786343805241,0.7191352896106077,0.9701846368674288,8.376786343805241,7.191352896106077,9.701846368674289
2009,Heroin,All,Underlying,All,AUS,Allages,202,21691653,0.9312337791868606,0.8072347942466783,1.0688900612741121,9.312337791868606,8.072347942466783,10.688900612741122
2010,Heroin,All,Underlying,All,AUS,Allages,221,22031750,1.0030978020356984,0.8751980234615179,1.144430729011749,10.030978020356985,8.751980234615178,11.44430729011749
2011,Heroin,All,Underlying,All,AUS,Allages,219,22340024,0.9803033336042969,0.8547601871011413,1.1190955720514246,9.803033336042969,8.547601871011413,11.190955720514246
2012,Heroin,All,Underlying,All,AUS,Allages,172,22742475,0.7562941148665657,0.6474895665783003,0.8781498102884442,7.562941148665657,6.474895665783002,8.781498102884441
2013,Heroin,All,Underlying,All,AUS,Allages,207,23145901,0.8943268183856832,0.776637670404879,1.0248116924661188,8.943268183856832,7.76637670404879,10.248116924661188
2014,Heroin,All,Underlying,All,AUS,Allages,236,23504138,1.0040785158766512,0.8800514617684823,1.1406883762691873,10.040785158766512,8.800514617684822,11.406883762691873
2015,Heroin,All,Underlying,All,AUS,Allages,299,23850784,1.2536275537106034,1.1155435788326906,1.4040820449401104,12.536275537106034,11.155435788326907,14.040820449401103
2016,Heroin,All,Underlying,All,AUS,Allages,360,24210809,1.486939160108198,1.3372883152598367,1.64875628254455,14.86939160108198,13.372883152598368,16.4875628254455
1997,Opium,All,Underlying,All,AUS,Allages,1,18423037,0.005427986710334458,1.372714324743507e-4,0.030242805719448224,0.05427986710334458,0.001372714324743507,0.30242805719448224
1998,Opium,All,Underlying,All,AUS,Allages,3,18607584,0.016122458455649052,0.003324833669321252,0.04711668418897231,0.16122458455649052,0.03324833669321252,0.4711668418897231
1999,Opium,All,Underlying,All,AUS,Allages,0,18812264,0,0,0.01960890938152182,0,0,0.1960890938152182
2e3,Opium,All,Underlying,All,AUS,Allages,0,19028802,0,0,0.019385770057267146,0,0,0.19385770057267146
2001,Opium,All,Underlying,All,AUS,Allages,2,19274701,0.010376295850192436,0.0012565883082665606,0.03748277599564046,0.10376295850192437,0.012565883082665607,0.3748277599564046
2002,Opium,All,Underlying,All,AUS,Allages,0,19495210,0,0,0.01892198032425735,0,0,0.1892198032425735
2003,Opium,All,Underlying,All,AUS,Allages,0,19720737,0,0,0.018705587931995907,0,0,0.18705587931995907
2004,Opium,All,Underlying,All,AUS,Allages,0,19932722,0,0,0.01850665353368522,0,0,0.1850665353368522
2005,Opium,All,Underlying,All,AUS,Allages,4,20176844,0.019824705984741717,0.0054016830006868,0.05075912145041824,0.19824705984741717,0.054016830006867994,0.5075912145041824
2006,Opium,All,Underlying,All,AUS,Allages,2,20450966,0.009779489144913741,0.0011843139303020593,0.03532690338275206,0.09779489144913742,0.011843139303020594,0.3532690338275206
2007,Opium,All,Underlying,All,AUS,Allages,0,20827622,0,0,0.017711478537360874,0,0,0.17711478537360875
2008,Opium,All,Underlying,All,AUS,Allages,0,21249199,0,0,0.017360088727921705,0,0,0.17360088727921705
2009,Opium,All,Underlying,All,AUS,Allages,0,21691653,0,0,0.017005987512213345,0,0,0.17005987512213344
2010,Opium,All,Underlying,All,AUS,Allages,0,22031750,0,0,0.016743471582478246,0,0,0.16743471582478245
2011,Opium,All,Underlying,All,AUS,Allages,0,22340024,0,0,0.016512425413565585,0,0,0.16512425413565585
2012,Opium,All,Underlying,All,AUS,Allages,0,22742475,0,0,0.016220221415534815,0,0,0.16220221415534813
2013,Opium,All,Underlying,All,AUS,Allages,3,23145901,0.012961258237473667,0.00267291913967503,0.037878311967539054,0.12961258237473666,0.0267291913967503,0.3787831196753905
2014,Opium,All,Underlying,All,AUS,Allages,1,23504138,0.0042545699825281835,1.0759623175791277e-4,0.023704946284488555,0.042545699825281835,0.0010759623175791277,0.23704946284488554
2015,Opium,All,Underlying,All,AUS,Allages,13,23850784,0.054505545813504495,0.02902190413324913,0.09320607679041806,0.545055458135045,0.2902190413324913,0.9320607679041806
2016,Opium,All,Underlying,All,AUS,Allages,1,24210809,0.004130386555856105,1.0445568669423496e-4,0.023013040528848342,0.04130386555856105,0.0010445568669423496,0.23013040528848341
1997,Other opioids,Accidental,Underlying,All,AUS,Allages,348,18423037,1.8889393751963914,1.6956677246265095,2.098203941916179,18.889393751963915,16.956677246265095,20.98203941916179
1998,Other opioids,Accidental,Underlying,All,AUS,Allages,367,18607584,1.972314084407734,1.7756653966101095,2.1847900175872876,19.723140844077342,17.756653966101094,21.847900175872876
1999,Other opioids,Accidental,Underlying,All,AUS,Allages,553,18812264,2.939571760209191,2.6996427475667266,3.195106272704677,29.39571760209191,26.996427475667268,31.95106272704677
2e3,Other opioids,Accidental,Underlying,All,AUS,Allages,415,19028802,2.180904504655627,1.9760987789751243,2.4011713425225554,21.80904504655627,19.760987789751244,24.011713425225555
2001,Other opioids,Accidental,Underlying,All,AUS,Allages,166,19274701,0.8612325555659722,0.7352005245309818,1.002670652217777,8.612325555659723,7.352005245309819,10.02670652217777
2002,Other opioids,Accidental,Underlying,All,AUS,Allages,169,19495210,0.8668796078626494,0.7411073249991592,1.0078803059000891,8.668796078626494,7.411073249991592,10.078803059000892
2003,Other opioids,Accidental,Underlying,All,AUS,Allages,133,19720737,0.6744169855315245,0.5646752471687475,0.7992603617168508,6.744169855315246,5.646752471687475,7.992603617168507
2004,Other opioids,Accidental,Underlying,All,AUS,Allages,153,19932722,0.7675820693229957,0.6507750170975996,0.899302083409071,7.675820693229957,6.507750170975996,8.99302083409071
2005,Other opioids,Accidental,Underlying,All,AUS,Allages,168,20176844,0.832637651359152,0.7114886805570658,0.9685016593089004,8.32637651359152,7.1148868055706584,9.685016593089005
2006,Other opioids,Accidental,Underlying,All,AUS,Allages,167,20450966,0.8165873436002975,0.6974326705022453,0.9502608937142049,8.165873436002975,6.974326705022453,9.502608937142048
2007,Other opioids,Accidental,Underlying,All,AUS,Allages,176,20827622,0.8450316603594976,0.7247962485024223,0.9795140395210796,8.450316603594976,7.247962485024223,9.795140395210796
2008,Other opioids,Accidental,Underlying,All,AUS,Allages,265,21249199,1.2471058320833646,1.1014605731606526,1.4066525812773873,12.471058320833645,11.014605731606526,14.066525812773873
2009,Other opioids,Accidental,Underlying,All,AUS,Allages,294,21691653,1.3553600548561238,1.2048438832313046,1.5194803353804147,13.553600548561239,12.048438832313046,15.194803353804147
2010,Other opioids,Accidental,Underlying,All,AUS,Allages,304,22031750,1.3798268408092866,1.2290609917510682,1.543982610390464,13.798268408092866,12.290609917510682,15.43982610390464
2011,Other opioids,Accidental,Underlying,All,AUS,Allages,265,22340024,1.1862117963704961,1.047678145276154,1.337968151843833,11.86211796370496,10.476781452761541,13.379681518438332
2012,Other opioids,Accidental,Underlying,All,AUS,Allages,277,22742475,1.2179852896397598,1.0787609103099958,1.3701926977349497,12.179852896397598,10.787609103099957,13.701926977349498
2013,Other opioids,Accidental,Underlying,All,AUS,Allages,265,23145901,1.1449111443101738,1.0112008562442554,1.2913837583348722,11.449111443101739,10.112008562442554,12.913837583348721
2014,Other opioids,Accidental,Underlying,All,AUS,Allages,414,23504138,1.7613919727666678,1.5957873808880727,1.9395141422076012,17.613919727666676,15.957873808880727,19.395141422076012
2015,Other opioids,Accidental,Underlying,All,AUS,Allages,408,23850784,1.7106355916853717,1.5486541792736452,1.8849541104743865,17.106355916853715,15.486541792736453,18.849541104743864
2016,Other opioids,Accidental,Underlying,All,AUS,Allages,409,24210809,1.689328101345147,1.5295551113946704,1.8612544981415213,16.89328101345147,15.295551113946704,18.612544981415212
1997,Other opioids,Intentional,Underlying,All,AUS,Allages,65,18423037,0.35281913617173977,0.27229831607207744,0.44969693302177854,3.528191361717398,2.7229831607207746,4.4969693302177856
1998,Other opioids,Intentional,Underlying,All,AUS,Allages,59,18607584,0.31707501629443136,0.24137219397552023,0.40900353706021475,3.1707501629443136,2.4137219397552023,4.0900353706021475
1999,Other opioids,Intentional,Underlying,All,AUS,Allages,79,18812264,0.41993882288702733,0.33246951970276,0.5233690902003534,4.199388228870273,3.3246951970276,5.233690902003534
2e3,Other opioids,Intentional,Underlying,All,AUS,Allages,66,19028802,0.3468426441139069,0.2682480758497049,0.44126886399297977,3.4684264411390693,2.682480758497049,4.412688639929797
2001,Other opioids,Intentional,Underlying,All,AUS,Allages,49,19274701,0.25421924832971465,0.18807279331443638,0.3360913191784357,2.5421924832971463,1.8807279331443638,3.3609131917843573
2002,Other opioids,Intentional,Underlying,All,AUS,Allages,70,19495210,0.3590625594697364,0.2799068679896523,0.4536539428470896,3.5906255946973644,2.799068679896523,4.5365394284708955
2003,Other opioids,Intentional,Underlying,All,AUS,Allages,44,19720737,0.22311539370967726,0.1621159765565938,0.2995220020339679,2.2311539370967726,1.621159765565938,2.995220020339679
2004,Other opioids,Intentional,Underlying,All,AUS,Allages,37,19932722,0.18562442199314275,0.13069671898237512,0.2558588178516485,1.8562442199314275,1.3069671898237512,2.558588178516485
2005,Other opioids,Intentional,Underlying,All,AUS,Allages,49,20176844,0.24285264831308603,0.17966372032070824,0.3210640715594527,2.4285264831308604,1.7966372032070823,3.2106407155945274
2006,Other opioids,Intentional,Underlying,All,AUS,Allages,42,20450966,0.20536927204318858,0.1480121032578976,0.27759959620396896,2.053692720431886,1.480121032578976,2.7759959620396897
2007,Other opioids,Intentional,Underlying,All,AUS,Allages,74,20827622,0.3552974026511524,0.27898497076303097,0.4460433559678393,3.552974026511524,2.7898497076303097,4.460433559678393
2008,Other opioids,Intentional,Underlying,All,AUS,Allages,61,21249199,0.2870696443663594,0.21958550984830874,0.3687529161882143,2.870696443663594,2.1958550984830874,3.6875291618821433
2009,Other opioids,Intentional,Underlying,All,AUS,Allages,80,21691653,0.3688054571037071,0.29243992713916417,0.4590103210667899,3.688054571037071,2.924399271391642,4.590103210667899
2010,Other opioids,Intentional,Underlying,All,AUS,Allages,74,22031750,0.3358789020391027,0.26373726620597365,0.42166520651830197,3.358789020391027,2.6373726620597364,4.21665206518302
2011,Other opioids,Intentional,Underlying,All,AUS,Allages,73,22340024,0.32676777786809896,0.2561337752464444,0.41086143176392753,3.26767777868099,2.5613377524644436,4.108614317639275
2012,Other opioids,Intentional,Underlying,All,AUS,Allages,113,22742475,0.49686764523210425,0.4094892636531067,0.5973720516289774,4.968676452321042,4.094892636531068,5.973720516289775
2013,Other opioids,Intentional,Underlying,All,AUS,Allages,109,23145901,0.4709257159615432,0.3866790146639034,0.5680766373373128,4.709257159615432,3.866790146639034,5.680766373373128
2014,Other opioids,Intentional,Underlying,All,AUS,Allages,140,23504138,0.5956397975539456,0.5010631359310153,0.7028783207411062,5.956397975539456,5.010631359310152,7.028783207411062
2015,Other opioids,Intentional,Underlying,All,AUS,Allages,139,23850784,0.5827900667751634,0.489936059987278,0.6881231215677545,5.827900667751634,4.8993605998727805,6.881231215677545
2016,Other opioids,Intentional,Underlying,All,AUS,Allages,115,24210809,0.47499445392345213,0.3921566363120957,0.5701590303425877,4.749944539234521,3.9215663631209567,5.701590303425878
1997,Other opioids,All,Underlying,All,AUS,Allages,447,18423037,2.4263100595195026,2.2065679927284245,2.6620122309970244,24.263100595195027,22.065679927284243,26.620122309970245
1998,Other opioids,All,Underlying,All,AUS,Allages,450,18607584,2.418368768347358,2.2000598760739716,2.6524786556812954,24.18368768347358,22.000598760739717,26.524786556812955
1999,Other opioids,All,Underlying,All,AUS,Allages,673,18812264,3.5774535164932835,3.3122426781543473,3.8582492544930957,35.774535164932836,33.122426781543474,38.58249254493096
2e3,Other opioids,All,Underlying,All,AUS,Allages,486,19028802,2.554023106656951,2.331973373447829,2.7915149834184785,25.54023106656951,23.31973373447829,27.915149834184785
2001,Other opioids,All,Underlying,All,AUS,Allages,223,19274701,1.1569569872964567,1.0100797272370594,1.3191873710812867,11.569569872964568,10.100797272370594,13.191873710812867
2002,Other opioids,All,Underlying,All,AUS,Allages,243,19495210,1.2464600278735136,1.0946538015518417,1.4134317709662443,12.464600278735137,10.946538015518417,14.134317709662444
2003,Other opioids,All,Underlying,All,AUS,Allages,183,19720737,0.9279572056561577,0.7983757940814462,1.072578392596158,9.279572056561577,7.983757940814462,10.725783925961581
2004,Other opioids,All,Underlying,All,AUS,Allages,199,19932722,0.9983583777469028,0.8644593609200413,1.147122658807929,9.983583777469029,8.644593609200413,11.47122658807929
2005,Other opioids,All,Underlying,All,AUS,Allages,231,20176844,1.144876770618834,1.0019866748978656,1.3024280007451954,11.448767706188342,10.019866748978657,13.024280007451953
2006,Other opioids,All,Underlying,All,AUS,Allages,237,20450966,1.1588694636722785,1.0160144207555146,1.3161851824448076,11.588694636722785,10.160144207555145,13.161851824448076
2007,Other opioids,All,Underlying,All,AUS,Allages,278,20827622,1.3347659180678428,1.182458974940659,1.5012489951056163,13.347659180678429,11.824589749406591,15.012489951056162
2008,Other opioids,All,Underlying,All,AUS,Allages,373,21249199,1.755360284404132,1.5817192794658304,1.9428590525908631,17.553602844041322,15.817192794658304,19.428590525908632
2009,Other opioids,All,Underlying,All,AUS,Allages,416,21691653,1.917788376939277,1.7379027672712153,2.111236841532354,19.17788376939277,17.37902767271215,21.112368415323537
2010,Other opioids,All,Underlying,All,AUS,Allages,412,22031750,1.870028481623112,1.6937943261091757,2.0596172906785277,18.70028481623112,16.937943261091757,20.596172906785277
2011,Other opioids,All,Underlying,All,AUS,Allages,387,22340024,1.7323168497938946,1.5640031701954291,1.91380763206284,17.323168497938944,15.64003170195429,19.1380763206284
2012,Other opioids,All,Underlying,All,AUS,Allages,443,22742475,1.9478970516621432,1.770707435369071,2.138016403180958,19.47897051662143,17.70707435369071,21.380164031809578
2013,Other opioids,All,Underlying,All,AUS,Allages,411,23145901,1.7756923785338925,1.608150189980365,1.9559466311517355,17.756923785338927,16.081501899803648,19.559466311517355
2014,Other opioids,All,Underlying,All,AUS,Allages,596,23504138,2.5357237095867973,2.336206762146522,2.747724458034192,25.357237095867973,23.362067621465222,27.47724458034192
2015,Other opioids,All,Underlying,All,AUS,Allages,578,23850784,2.423400421554277,2.2298363660101734,2.6292694288257272,24.234004215542768,22.298363660101735,26.292694288257273
2016,Other opioids,All,Underlying,All,AUS,Allages,545,24210809,2.2510606729415774,2.0660134669973624,2.4482347028855918,22.510606729415773,20.660134669973623,24.48234702885592
1997,Methadone,Accidental,Underlying,All,AUS,Allages,88,18423037,0.47766283050943226,0.383099555957115,0.5884939647000271,4.776628305094323,3.83099555957115,5.884939647000271
1998,Methadone,Accidental,Underlying,All,AUS,Allages,89,18607584,0.4782996008509219,0.38411398220660953,0.5885888162177548,4.782996008509219,3.8411398220660953,5.885888162177548
1999,Methadone,Accidental,Underlying,All,AUS,Allages,113,18812264,0.60067198716752,0.4950387333177542,0.7221735220104677,6.0067198716752,4.9503873331775425,7.2217352201046765
2e3,Methadone,Accidental,Underlying,All,AUS,Allages,106,19028802,0.5570503072132444,0.4560672521625964,0.673736339403398,5.5705030721324444,4.560672521625964,6.737363394033981
2001,Methadone,Accidental,Underlying,All,AUS,Allages,92,19274701,0.47730960910885206,0.38477889948653027,0.5853778655951398,4.7730960910885205,3.8477889948653026,5.853778655951398
2002,Methadone,Accidental,Underlying,All,AUS,Allages,90,19495210,0.46165186217537535,0.37122260142668834,0.5674485103744853,4.6165186217537535,3.7122260142668835,5.674485103744853
2003,Methadone,Accidental,Underlying,All,AUS,Allages,60,19720737,0.3042482641495599,0.23217347786776593,0.3916277398111556,3.042482641495599,2.3217347786776594,3.916277398111556
2004,Methadone,Accidental,Underlying,All,AUS,Allages,77,19932722,0.38629947279654026,0.30486149162149184,0.48280791407805945,3.8629947279654027,3.0486149162149183,4.828079140780595
2005,Methadone,Accidental,Underlying,All,AUS,Allages,94,20176844,0.46588059064143034,0.37647893732774457,0.5701198569436657,4.658805906414304,3.764789373277446,5.701198569436658
2006,Methadone,Accidental,Underlying,All,AUS,Allages,84,20450966,0.41073854408637717,0.3276210845669949,0.5085222509137879,4.107385440863772,3.276210845669949,5.085222509137878
2007,Methadone,Accidental,Underlying,All,AUS,Allages,93,20827622,0.44652241143996185,0.36040113303600413,0.5470200024487092,4.465224114399619,3.6040113303600414,5.470200024487092
2008,Methadone,Accidental,Underlying,All,AUS,Allages,114,21249199,0.5364908107830324,0.4425387616131454,0.6444894734107226,5.364908107830324,4.425387616131454,6.444894734107226
2009,Methadone,Accidental,Underlying,All,AUS,Allages,125,21691653,0.5762585267245424,0.4796725215144741,0.6865860198458071,5.762585267245424,4.796725215144741,6.865860198458071
2010,Methadone,Accidental,Underlying,All,AUS,Allages,139,22031750,0.6309076673437198,0.5303872429819515,0.7449374624311846,6.309076673437199,5.303872429819515,7.449374624311846
2011,Methadone,Accidental,Underlying,All,AUS,Allages,152,22340024,0.6803931813143979,0.5765283611925636,0.7975651166398123,6.803931813143978,5.765283611925636,7.975651166398123
